#CODE                                          ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                       ;Germania;Germania;;;;
EVTDESC_emf_heresy_2117                        ;        ;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have been rewarded after an unprecedented agreement from Bogomilist leaders across [Root.PrimaryTitle.GetName] to gather in permanent councils sponsored by the [Root.PrimaryTitle.GetRulerTitle].;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have been rewarded after an unprecedented agreement from Bogomilist leaders across [Root.PrimaryTitle.GetName] to gather in permanent councils sponsored by the [Root.PrimaryTitle.GetRulerTitle].;;[Root.GetTitledFirstNameNoRegnal]’s tireless efforts to promote the transition of the Bogomil faith from a disorganized movement into a structured religion have been rewarded after an unprecedented agreement from Bogomil leaders across [Root.PrimaryTitle.GetName] to gather in permanent councils sponsored by the [Root.PrimaryTitle.GetRulerTitle].;
EVTOPTA_emf_heresy_2117                        ;        ;A good day for all Bogomilists;A good day for all Bogomilists;;A good day for all Bogomils;
EVTDESC_emf_heresy_2118                        ;        ;A Bogomilist Perfecti has approached you with an idea for continuing your efforts to formalize your faith: the construction of several seminary schools across [Root.PrimaryTitle.GetName], each teaching a common and unified version of Bogomilism dogma to future preachers. It would be expensive, but the Perfecti says it would be a worthy achievement.;A Bogomilist Perfecti has approached you with an idea for continuing your efforts to formalize your faith: the construction of several seminary schools across [Root.PrimaryTitle.GetName], each teaching a common and unified version of Bogomilism dogma to future preachers. It would be expensive, but the Perfecti says it would be a worthy achievement.;;A Bogomil Perfecti has approached you with an idea for continuing your efforts to formalize your faith: the construction of several seminary schools across [Root.PrimaryTitle.GetName], each teaching a common and unified version of Bogomilism dogma to future preachers. It would be expensive, but the Perfecti says it would be a worthy achievement.;
EVTOPTA_emf_heresy_2118                        ;        ;An excellent idea;An excellent idea;;An excellent idea;
EVTOPTB_emf_heresy_2118                        ;        ;Not right now;Not right now;;Not right now;
EVTDESC_emf_heresy_2119                        ;        ;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have advanced, with the construction of numerous seminary schools across [Root.PrimaryTitle.GetName] that would each train new priests in a standardized form of dogma.;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have advanced, with the construction of numerous seminary schools across [Root.PrimaryTitle.GetName] that would each train new priests in a standardized form of dogma.;;[Root.GetTitledFirstNameNoRegnal]’s tireless efforts to promote the transition of the Bogomil faith from a disorganized movement into a structured religion have advanced, with the construction of numerous seminary schools across [Root.PrimaryTitle.GetName] that would each train new priests in a standardized form of dogma.;
EVTDESC_emf_heresy_2120                        ;        ;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have been rewarded today after a prominent Perfecti in [Root.PrimaryTitle.GetName] issued a proclamation of support. The [Root.PrimaryTitle.GetRulerTitle] is a [Root.GetManWoman] of piety and faith, he says, and thus [Root.GetHerHis] desires should be heeded.;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have been rewarded today after a prominent Perfecti in [Root.PrimaryTitle.GetName] issued a proclamation of support. The [Root.PrimaryTitle.GetRulerTitle] is a [Root.GetManWoman] of piety and faith, he says, and thus [Root.GetHerHis] desires should be heeded.;;[Root.GetTitledFirstNameNoRegnal]’s tireless efforts to promote the transition of the Bogomil faith from a disorganized movement into a structured religion have been rewarded today after a prominent Perfecti in [Root.PrimaryTitle.GetName] issued a proclamation of support. The [Root.PrimaryTitle.GetRulerTitle] is a [Root.GetManWoman] of piety and faith, he says, and thus [Root.GetHerHis] desires should be heeded.;
EVTDESC_emf_heresy_2121                        ;        ;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have advanced after the [Root.PrimaryTitle.GetRulerTitle] gave a speech in [Root.Capital.GetName] that has been widely-disseminated and complimented by pious scholars.;[Root.GetTitledFirstNameNoRegnal]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have advanced after the [Root.PrimaryTitle.GetRulerTitle] gave a speech in [Root.Capital.GetName] that has been widely-disseminated and complimented by pious scholars.;;[Root.GetTitledFirstNameNoRegnal]’s tireless efforts to promote the transition of the Bogomil faith from a disorganized movement into a structured religion have advanced after the [Root.PrimaryTitle.GetRulerTitle] gave a speech in [Root.Capital.GetName] that has been widely disseminated and complimented by pious scholars.;
EVTDESC_emf_heresy_2122                        ;        ;A recent treatise written by [Root.GetTitledName] [Root.GetHerHim]self on the vital importance of Bogomilism's continued reforms has spread far and wide across [Root.PrimaryTitle.GetName], and received a lot of recognition from the faithful as being full of wisdom. Indeed, some are viewing the text as a new addition to Bogomilist canon.;A recent treatise written by [Root.GetTitledName] [Root.GetHerHim]self on the vital importance of Bogomilism's continued reforms has spread far and wide across [Root.PrimaryTitle.GetName], and received a lot of recognition from the faithful as being full of wisdom. Indeed, some are viewing the text as a new addition to Bogomilist canon.;;A recent treatise written by [Root.GetTitledName] [Root.GetHerHim]self on the vital importance of Bogomilism’s continued reforms has spread far and wide across [Root.PrimaryTitle.GetName], and received a lot of recognition from the faithful as being full of wisdom. Indeed, some are viewing the text as a new addition to Bogomil canon.;
EVTDESC_emf_heresy_2123                        ;        ;Recently, a new sect of Bogomilist has been spreading in [Root.PrimaryTitle.GetName], one that advocates a radically different version of the faith. Normally this would not be an issue, as the sect is not popular, but it has proven disruptive to your efforts to formalize Bogomilism, as their presence has prompted other sects to follow suit.;Recently, a new sect of Bogomilist has been spreading in [Root.PrimaryTitle.GetName], one that advocates a radically different version of the faith. Normally this would not be an issue, as the sect is not popular, but it has proven disruptive to your efforts to formalize Bogomilism, as their presence has prompted other sects to follow suit.;;Recently, a new sect of Bogomil has been spreading in [Root.PrimaryTitle.GetName], one that advocates a radically different version of the faith. Normally this would not be an issue, as the sect is not popular, but it has proven disruptive to your efforts to formalize Bogomilism, as their presence has prompted other sects to follow suit.;
EVTOPTA_emf_heresy_2123                        ;        ;Leave them be;Leave them be;;Leave them be;
EVTOPTB_emf_heresy_2123                        ;        ;Quietly get rid of them;Quietly get rid of them;;Quietly get rid of them;
EVTDESC_emf_heresy_2124                        ;        ;A recent revival of Bogomilist traditionalism has taken hold in [PrimaryTitle.GetName], with numerous preachers cropping up who actively deride your efforts to reform the faith as being exactly the same sort of tyrannical structure they rebelled against in the first place. Needless to say, this has not been helpful.;A recent revival of Bogomilist traditionalism has taken hold in [PrimaryTitle.GetName], with numerous preachers cropping up who actively deride your efforts to reform the faith as being exactly the same sort of tyrannical structure they rebelled against in the first place. Needless to say, this has not been helpful.;;A recent revival of Bogomil traditionalism has taken hold in [PrimaryTitle.GetName], with numerous preachers cropping up who actively deride your efforts to reform the faith as being exactly the same sort of tyrannical structure they rebelled against in the first place. Needless to say, this has not been helpful.;
