#ID       ;SED+ARKO;SED;ARKO;OTHER;CULTURE;CHARACTERS
#00_dynasties.txt;;;;;;
100326    ;        ;;di Cagliari;di Cagliari;italian;180183|144251|144252|144253|144524|20326|71310
100327    ;        ;;di Livorno;di Livorno;italian;168364
100328    ;        ;;di Firenze;di Firenze;italian;213014
100329    ;        ;;di Urbino;di Urbino;italian;
100330    ;        ;;di Siena;di Siena;italian;413017|71810
100331    ;        ;;di Piombino;di Piombino;italian;
100332    ;        ;;di Orbetello;di Orbetello;italian;
100333    ;        ;;di Roma;di Roma;italian;2015|2016|2014|70859
100334    ;        ;;di Napoli;di Napoli;italian;30853|180505
100335    ;        ;;di Benevento;di Benevento;italian;73470
100336    ;        ;;di Salerno;di Salerno;italian;200350|1116|1119|1123|1129|1137|30861|30860|30859|30855|30856|30857|30858|200324|200325|200327|200328|200331|200332|200333|200335|200336|200337|200338|200339|200340|200341|200342|200343|200344|200345|200346|200347|200348|200351|200352|200353|200354|200355|200356|200358|200359|200360|200361|200362|200363|200364|200329|200349|200365
100337    ;        ;;di Consenza;di Consenza;italian;
100338    ;        ;;di Reggio;di Reggio;italian;
100339    ;        ;;di Messina;di Messina;italian;
100340    ;        ;;di Palermo;di Palermo;italian;
100341    ;        ;;di Trapani;di Trapani;italian;
100342    ;        ;;di Agrigento;di Agrigento;italian;
100343    ;        ;;di Siracusa;di Siracusa;italian;
100344    ;        ;;di Taranto;di Taranto;italian;211517
100345    ;        ;;di Lecce;di Lecce;italian;73270|73272|73273|73274|73275|73276|73277|73278|73279|73280|73281|73283|73284|73285|73286|73287|211508
100346    ;        ;;di Bari;di Bari;italian;70818
100347    ;        ;;di Apulia;di Apulia;italian;
100348    ;        ;;di Foggia;di Foggia;italian;73358
100349    ;        ;;di Spoleto;di Spoleto;italian;7931|7930|7933|7934|7937|7918|7919|7929|7932|7935|7936|7938
100350    ;        ;;di Ancona;di Ancona;italian;213025
100351    ;        ;;di Ravenna;di Ravenna;italian;
100352    ;        ;;di Bologna;di Bologna;italian;20335
100353    ;        ;;di Ferrara;di Ferrara;italian;
100354    ;        ;;di Mantua;di Mantua;italian;213024|168334
100355    ;        ;;di Padua;di Padua;italian;194179|213022|70657
100356    ;        ;;di Venezia;di Venezia;italian;
100357    ;        ;;di Treviso;di Treviso;italian;20352|413023|70626|70627
100358    ;        ;;d'Aquileia;d'Aquileia;italian;212070|70831|70832|7704|7700|70826
100359    ;        ;;von Innsbruck;von Innsbruck;german;168308
100360    ;        ;;von Oberbayern;von Oberbayern;german;
100361    ;        ;;von Niederbayern;von Niederbayern;german;
100362    ;        ;;Bavor ze Strakonic;Bavor ze Strakonic;bohemian;
100364    ;        ;;von Lausitz;von Lausitz;german;168567
100366    ;        ;;von Stettin;von Stettin;german;
100367    ;        ;;ze Slupska;ze Slupska;pommeranian;
100368    ;        ;;von Danzig;von Danzig;prussian;474020|20626
100369    ;        ;;von Seidlitz;von Seidlitz;prussian;
100370    ;        ;;von Marienburg;von Marienburg;prussian;144671|228015|28015
100371    ;        ;;Konopacki;Konopacki;prussian;228016|28016
100372    ;        ;;von Memel;von Memel;lettigallish;228022|143149|28022
100373    ;        ;;von Kurs;von Kurs;lettigallish;228075|28075|143132|143133|1000227760|1000227761
100374    ;        ;;Goštautas;Goštautas;lithuanian;144629|20603|220603
100375    ;        ;;von Rohrbach;von Rohrbach;lettigallish;30443
100376    ;        ;;Kask;Kask;finnish;474080
100377    ;        ;;Kukk;Kukk;finnish;
100378    ;        ;;Sepp;Sepp;finnish;228024
100379    ;        ;;Tamm;Tamm;finnish;228025
100380    ;        ;;Pärn;Pärn;finnish;144631
100381    ;        ;;Laine;Laine;finnish;228002
100382    ;        ;;Korhonen;Korhonen;finnish;144635|20612|170136|170137|170138|170139|170140|170309|170310|170311|170312
100383    ;        ;;Hämäläinen;Hämäläinen;finnish;144626|144627|228003|28003|170126|170127|170128|170129|170130|170313|170314|170315
100384    ;        ;;Virtanen;Virtanen;finnish;144641|228011|28011|170131|170132|170133|170134|170135|170306|170307|170308
100385    ;        ;;Järvinen;Järvinen;finnish;228008
100386    ;        ;;Kemiläinen;Kemiläinen;finnish;486010|143128|143131
100387    ;        ;;Guoládat;Guoládat;lappish;144625|228009|28009|170146|170147|170148|170149|170150|170333|170334|170335|170336|170337|472301
100388    ;        ;;Karjalainen;Karjalainen;finnish;170324|170325|170326|170327|170328|228004|28004|144634|170111|170112|170113|170114|170115|1000233815|1000233816|1000233817|1000233818|1000233819
100389    ;        ;;Kukkonen;Kukkonen;finnish;486030|228010|28010
100390    ;        ;;Savolainen;Savolainen;finnish;144636|144637|228005|28005|170121|170122|170123|170124|170125|170320|170321|170322|170323
100391    ;        ;;Oravainen;Oravainen;finnish;228006|28006
100392    ;        ;;Itkonen;Itkonen;finnish;170316|170317|170318|170319|170116|170117|170118|170119|170120|28035|144642|228035|144643|1000233814
100393    ;        ;;Tolstoy;Tolstoy;russian;222021|472305
100394    ;        ;;von der Pahlen;Pahlen;german;222022|472306
100395    ;        ;;Oksakov;Oksakov;russian;222023|472307
100396    ;        ;;Ovinov;Ovinov;russian;222024|472308
100397    ;        ;;Romanov;Romanov;russian;222025|472309
100398    ;        ;;Okolnichy;Okolnichy;russian;222026|472310
100399    ;        ;;Yenikeyev;Yenikeyev;russian;222027|472311
100400    ;        ;;Bakunin;Bakunin;russian;472319|229001
100401    ;        ;;Balashov;Balashov;russian;472320|229002
100402    ;        ;;Rumyanets;Rumyanets;russian;472318
100403    ;        ;;Matveev;Matveev;russian;222029|472312
100404    ;        ;;Artamonovich;Artamonovich;russian;472000
100405    ;        ;;Osipovich;Osipovich;russian;472001
100406    ;        ;;Ignatiev;Ignatiev;russian;472002
100407    ;        ;;Bestuzhev-Ryumin;Bestuzhev-Ryumin;russian;472003
100408    ;        ;;Cherkassky;Cherkassky;russian;20419
100409    ;        ;;Chernyshev;Chernyshev;russian;222030|472313
100410    ;        ;;Galitsyn;Galitsyn;russian;222020|472300
100411    ;        ;;Saar;Saar;finnish;
100412    ;        ;;Dashkov;Dashkov;russian;222031|472315
100413    ;        ;;Demidov;Demidov;russian;20446
100414    ;        ;;Alexandrov;Alexandrov;russian;20445|222033|472316
100415    ;        ;;Sobakin;Sobakin;russian;222034|472317
100416    ;        ;;Giedraitis;Giedraitis;lithuanian;
100417    ;        ;;Glinsky;Glinsky;russian;20449
100418    ;        ;;Radvila;Radvila;lithuanian;20468
100419    ;        ;;Alelkaitis;Alelkaitis;lithuanian;
100420    ;        ;;Gedgaudas;Gedgaudis;lithuanian;228013|28012|143134|143135
100421    ;        ;;Šviriškis;Sviriskis;lithuanian;228014
100422    ;        ;;Valmantaitis;Valmantaitis;lithuanian;228018
100423    ;        ;;Kesgaila;Kesgailos;lithuanian;
100424    ;        ;;Mangirdaitis;Mangirdaitis;lithuanian;
100425    ;        ;;Pacas;Pacas;lithuanian;20460
100426    ;        ;;Chodkevicius;Chodkevicius;lithuanian;144673|144674|228017|28017
100427    ;        ;;von Finckenstein;von Finckenstein;prussian;474130|144672|228019|28019
100428    ;        ;;Sypniewski;Sypniewski;polish;
100429    ;        ;;Odrowaz;Odrowaz;polish;
100430    ;        ;;von Beetzen;von Beetzen;german;220390
100431    ;        ;;Lanckoronski;Lanckoronski;polish;
100432    ;        ;;Taczanowski;Taczanowski;polish;
100433    ;        ;;Lubranski;Lubranski;polish;
100434    ;        ;;von Abensberg;von Abensberg;german;
100435    ;        ;;von Berlichingen;von Berlichingen;german;
100436    ;        ;;Czernín;Czernín;bohemian;
100438    ;        ;;von Harrach;von Harrach;bohemian;
100442    ;        ;;Niedzica;Niedzica;hungarian;219001
100443    ;        ;;Zápolya;Zápolya;hungarian;
100444    ;        ;;Székely;Székely;hungarian;219003
100445    ;        ;;Dózsa;Dózsa;hungarian;219004
100446    ;        ;;von Bibra;von Bibra;german;
100447    ;        ;;von Bismarck;von Bismarck;german;
100448    ;        ;;von Bodeck;von Bodeck;german;
100449    ;        ;;Boeselager;Boeselager;german;
100450    ;        ;;Apafi;Apafi;hungarian;219005|93652|93653|93654
100451    ;        ;;Balassi;Balassi;hungarian;219006
100452    ;        ;;Bethlen von Iktár;Bethlen von Iktár;hungarian;219007
100453    ;        ;;of Szekezfehervar;of Szekezfehervar;hungarian;219008
100454    ;        ;;Budai Nagy;Budai Nagy;hungarian;219009
100455    ;        ;;Jaworski;Jaworski;german;
100456    ;        ;;von Brauchitsch;Brauchitsch;german;
100457    ;        ;;von Bülow;von Bülow;german;
100458    ;        ;;Borgia;Borgia;italian;
100459    ;        ;;Cantemir;Cantemir;german;
100460    ;        ;;Svetoslavic;Svetoslavic;croatian;219010
100461    ;        ;;Krešimirovic;Krešimirovic;croatian;470007|220000
100462    ;        ;;Domagojevic;Domagojevic;croatian;167855|167856|167857|146006|146007|146008
100463    ;        ;;Feštetic;Feštetic;croatian;220001
100464    ;        ;;Gorjanski;Gorjanski;croatian;93539|93540|93541|93542|93543|93544|93545|93546|93547|93548|93549|93550|93553
100465    ;        ;;Lackfi;Lackfi;croatian;220496
100466    ;        ;;Odescalchi;Odescalchi;romanian;220003
100467    ;        ;;Šubic;Šubic;croatian;220495
100468    ;        ;;Vukovic;Vukovic;serbian;218003
100469    ;        ;;Radoslav;Radoslav;serbian;
100470    ;        ;;Caradja;Caradja;serbian;
100471    ;        ;;Karatzas;Karatzas;greek;
100472    ;        ;;dalle Carceri;dalle Carceri;italian;31487|31488|31489|31473|31490|31493|31494|31495
100473    ;        ;;Clavelli;Clavelli;italian;215007
100474    ;        ;;Sommaripa;Sommaripa;italian;220502
100475    ;        ;;Amiroutzes;Amiroutzes;greek;1000232104
100476    ;        ;;Bessarion;Bessarion;greek;
100477    ;        ;;Kallistos;Callistus;greek;463120
100478    ;        ;;Chalkokondyles;Chalkokondyles;greek;
100479    ;        ;;Gazis;Gazis;greek;
100480    ;        ;;Kourtesios;Kourtesios;greek;463130
100481    ;        ;;Longibardopoulos;Kallistos;greek;
100482    ;        ;;Kladas;Kladas;greek;
100483    ;        ;;de Patras;de Patras;greek;
100484    ;        ;;Gemistos;Gemistus;greek;
100485    ;        ;;Allatios;Allatios;greek;
100486    ;        ;;Chalkokondyles;Chalcocondyles;greek;
100487    ;        ;;Korniaktos;Korniaktos;greek;
100488    ;        ;;Damaskenos;Damaskenos;greek;
100489    ;        ;;Eparchos;Eparchos;greek;215016
100490    ;        ;;Phlanginis;Flanginis;greek;215017|232503
100491    ;        ;;Phokás;Fokás;greek;215018
100492    ;        ;;Fruzhin;Fruzhin;bulgarian;
100493    ;        ;;Herakleides;Heraclides;greek;
100494    ;        ;;Kallokratos;Kallokratos;greek;
100495    ;        ;;Kottounios;Kottounios;greek;
100496    ;        ;;Leontaritis;Leontaritis;greek;
100497    ;        ;;Loukanis;Loukanis;greek;
100498    ;        ;;Ermi;Ermi;bulgarian;
100499    ;        ;;Hrabar;Hrabar;bulgarian;
100500    ;        ;;Exarch;Exarch;bulgarian;467505
100501    ;        ;;Prosigoj;Prosigoj;serbian;217009
100502    ;        ;;Vlastimirovic;Vlastimirovic;serbian;163116|167858|167859|167860|167861|167862|167863|167864|167869|167870|167871|167872|167873|167874|167875|167876
100503    ;        ;;Gojnikovic;Gojnikovic;serbian;
100504    ;        ;;Branovic;Branovic;serbian;
100505    ;        ;;Pribisavljevic;Pribisavljevic;serbian;219012
100506    ;        ;;Klonimirovic;Klonimirovic;serbian;
100507    ;        ;;Sigritsa;Sigritsa;bulgarian;
100508    ;        ;;Chrysos;Chrysos;bulgarian;34584
100509    ;        ;;Komnene;Komnene;bulgarian;
100510    ;        ;;Svetoslav;Svetoslav;bulgarian;
100511    ;        ;;Palaeologus;Palaeologus;bulgarian;
100512    ;        ;;Golovin;Golovin;russian;20635|194386|194387|475400
100513    ;        ;;Costin;Costin;romanian;475100
100514    ;        ;;Machabeli;Machabeli;georgian;20637
100515    ;        ;;Szilágyi ;Szilágyi ;romanian;20638|475200
100516    ;        ;;Jianu;Jianu;romanian;20639|475300
100517    ;        ;;de Kincstartó;de Kincstartó;hungarian;219013
100518    ;        ;;Celko;Celko;hungarian;219014
100519    ;        ;;Corvinus;Corvinus;hungarian;219015
100520    ;        ;;de Cseszneky;de Cseszneky;hungarian;219016
100521    ;        ;;de Milvány;de Milvány;hungarian;219017
100522    ;        ;;von Moraván;von Moraván;hungarian;
100523    ;        ;;Dávid ;Dávid ;hungarian;219018
100524    ;        ;;Décsey;Décsey;hungarian;219019
100525    ;        ;;Mézesi;Mézesi;hungarian;219020
100526    ;        ;;Tarnowski;Tarnowski;polish;
100527    ;        ;;Giese;Giese;polish;
100528    ;        ;;Kolanka;Kolanka;polish;
100529    ;        ;;Gamrat;Gamrat;polish;
100530    ;        ;;Hlebavicius;Hlebowicius;lithuanian;
100531    ;        ;;Mielzynski;Mielzynski;polish;
100532    ;        ;;Oginski;Oginski;polish;
100533    ;        ;;de Ruszka;de Ruszka;hungarian;219021
100534    ;        ;;Gurielov;Gurielov;russian;
100535    ;        ;;Sudimantaitis;Sudimantaitis;lithuanian;20458
100536    ;        ;;Khitrov;Khitrov;russian;
100537    ;        ;;Draskovich;Draskovich;hungarian;219022|93638
100538    ;        ;;Erdödy;Erdödy;hungarian;219023
100539    ;        ;;Révay;Révay;hungarian;219024
100540    ;        ;;Duružmic;Duružmic;hungarian;219025
100541    ;        ;;Micu-Klein;Micu-Klein;romanian;20640|475410
100542    ;        ;;Gutkeled;Gutkeled;cuman;475420|20641
100543    ;        ;;Kolbasz;Kolbasz;cuman;479050|20642
100544    ;        ;;Khovansky;Khovansky;russian;472101
100545    ;        ;;Olas;Olas;cuman;475430
100546    ;        ;;of Terebovl;of Terebovl;russian;472102
100547    ;        ;;Kikin;Kikin;russian;90144
100548    ;        ;;Kobylin;Kobylin;russian;
100549    ;        ;;Kaributaitis;Korybut;lithuanian;20459
100550    ;        ;;Lopukhin;Lopukhin;russian;
100551    ;        ;;Lvov;Lvov;russian;20448
100552    ;        ;;Rumyantsev;Rumyantsev;russian;
100553    ;        ;;Matveyev;Matveyev;russian;
100554    ;        ;;Menshikov;Menshikov;russian;472250
100555    ;        ;;Meshchersky;Meshchersky;russian;472450|90141
100556    ;        ;;Kunev;Kunev;cuman;
100557    ;        ;;Kumanov;Kumanov;cuman;
100558    ;        ;;Folban;Folban;cuman;
100559    ;        ;;Vallani;Vallani;cuman;
100560    ;        ;;Margunios;Margunios;greek;
100561    ;        ;;Musuros;Musurus;greek;215040
100563    ;        ;;Qoun;Qoun;cuman;
100564    ;        ;;Polovtsy;Polovtsy;cuman;
100565    ;        ;;Miloslavsky;Miloslavsky;russian;
100566    ;        ;;Kipchak;Kipchak;cuman;34992
100567    ;        ;;Morozov;Morozov;russian;472400
100568    ;        ;;Naryshkin;Naryshkin;russian;
100569    ;        ;;Poluektovich;Poluektovich;russian;
100570    ;        ;;Neplyuyev;Neplyuyev;russian;20423
100571    ;        ;;Obolensky;Obolensky;russian;20420
100572    ;        ;;Panin;Panin;russian;20421
100573    ;        ;;Pankeyev;Pankeyev;russian;
100574    ;        ;;Paskevich;Paskevich;russian;90145|90146|90147
100575    ;        ;;Potyomkin;Potyomkin;russian;20424
100576    ;        ;;Pushkin;Pushkin;russian;
100577    ;        ;;Bogolyubsky;Bogolyubsky;russian;20453
100578    ;        ;;Rtishchev;Rtishchev;russian;
100579    ;        ;;Anttonen;Anttonen;finnish;428070|228070
100580    ;        ;;Shafirov;Shafirov;russian;20451
100581    ;        ;;Shchenya;Shchenya;russian;20454
100582    ;        ;;Shein;Shein;russian;
100583    ;        ;;Shemyachich;Shemyachich;russian;20416
100584    ;        ;;Shemyaka;Shemyaka;russian;
100585    ;        ;;Sheremetev;Sheremetev;russian;
100586    ;        ;;Shuvalov;Shuvalov;russian;229003
100587    ;        ;;Danske;Danske;swedish;20450|229004|480260
100588    ;        ;;Flemming;Fleming;finnish;229005|480080
100589    ;        ;;Bidz;Bidz;swedish;229006|480270
100590    ;        ;;Diekn;Diekn;swedish;229007|480090
100591    ;        ;;Karpela;Karpela;finnish;229008|480100
100592    ;        ;;Stiernkors;Stiernkors;swedish;228071|143146|480110
100593    ;        ;;Kuman;Kuman;cuman;228072|480120
100594    ;        ;;Skuratov;Skuratov;russian;
100595    ;        ;;Stolnik;Stolnik;russian;
100596    ;        ;;Thocomer;Thocomer;cuman;
100597    ;        ;;Bazaraads;Bazaraads;cuman;
100598    ;        ;;Trubetskoy;Trubetskoy;russian;215041
100599    ;        ;;Kunság;Kunság;cuman;
100600    ;        ;;Abuserisdze;Abuserisdze;georgian;
100601    ;        ;;Surameli;Surameli;georgian;
100602    ;        ;;Alauni;Alauni;alan;20664|480200
