#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
c_aachen_adj                          ;        ;Aachen;;
c_methone_adj_southern_italian        ;        ;Modonian;;
c_methone_adj_tuscan                  ;        ;Modonian;;
c_methone_adj_venetian                ;        ;Modonian;;
c_metsepole_adj                       ;        ;Metsepole;;
c_metz_adj                            ;Metz    ;Metz;;Metzian
c_middlesex_adj                       ;Middlesex;Middlesexish;;Middlesexian
c_middlesex_adj_breton                ;London  ;Lundeinian;;
c_middlesex_adj_cornish               ;London  ;Lundeinian;;
c_middlesex_adj_cumbric               ;London  ;Llundainian;;
c_middlesex_adj_danish                ;        ;Miðseaxr;;
c_middlesex_adj_gothic                ;        ;Miðseaxr;;
c_middlesex_adj_icelandic             ;        ;Miðseaxr;;
c_middlesex_adj_irish                 ;London  ;Lundeinian;;
c_middlesex_adj_norse                 ;        ;Miðseaxr;;
c_middlesex_adj_norsegaelic           ;        ;Miðseaxr;;
c_middlesex_adj_norwegian             ;        ;Miðseaxr;;
c_middlesex_adj_saxon                 ;        ;Middleseaxna;;
c_middlesex_adj_scottish              ;London  ;Lundeinian;;
c_middlesex_adj_swedish               ;        ;Miðseaxr;;
c_middlesex_adj_welsh                 ;London  ;Llundainian;;
c_milano_adj                          ;        ;Burgaria;;
c_milau_adj                           ;        ;Milau;;
c_minsk_adj                           ;Minsk   ;Minsk;;Minskian
c_modena_adj                          ;Modenese;Modena;;Modenian
c_modica_adj                          ;Modican ;Modica;;
c_modigliana_adj                      ;        ;Modigliana;;
c_modrus_adj                          ;        ;Modrušian;;
c_molise_adj                          ;Molisan ;Molise;;
c_mologa_adj                          ;        ;Mologa;;
c_monemvasia_adj                      ;Laconian;Monemvasian;;Monemvasian
c_monemvasia_adj_central_italian      ;        ;Malvasian;;
c_monemvasia_adj_corsican             ;        ;Malvasian;;
c_monemvasia_adj_dalmatian            ;        ;Malvasian;;
c_monemvasia_adj_frankish             ;        ;Chaconian;;
c_monemvasia_adj_greek                ;        ;Lakonian;;
c_monemvasia_adj_italian              ;        ;Malvasian;;
c_monemvasia_adj_ligurian             ;        ;Malvasian;;
c_monemvasia_adj_neapolitan           ;        ;Malvasian;;
c_monemvasia_adj_norman               ;        ;Chaconian;;
c_monemvasia_adj_oghuz                ;        ;Meneksian;;
c_monemvasia_adj_sardinian            ;        ;Malvasian;;
c_monemvasia_adj_sicilian             ;        ;Malvasian;;
c_monemvasia_adj_southern_italian     ;        ;Malvasian;;
c_monemvasia_adj_turkish              ;        ;Meneksian;;
c_monemvasia_adj_turkmen              ;        ;Meneksian;;
c_monemvasia_adj_tuscan               ;        ;Malvasian;;
c_monemvasia_adj_venetian             ;        ;Malvasian;;
c_monferrand_adj                      ;        ;Monferrandan;;
c_monferrand_adj_andalusian_arabic    ;        ;Hisn-al Akradan;;
c_monferrand_adj_bedouin_arabic       ;        ;Hisn-al Akradan;;
c_monferrand_adj_egyptian_arabic      ;        ;Hisn-al Akradan;;
c_monferrand_adj_greek                ;        ;Raphanian;;
c_monferrand_adj_levantine_arabic     ;        ;Hisn-al Akradan;;
c_monferrand_adj_maghreb_arabic       ;        ;Hisn-al Akradan;;
c_monferrand_adj_masmuda              ;        ;Hisn-al Akradan;;
c_monferrand_adj_sanhaja              ;        ;Hisn-al Akradan;;
c_monferrand_adj_sicilian_arabic      ;        ;Hisn-al Akradan;;
c_monferrand_adj_tagelmust            ;        ;Hisn-al Akradan;;
c_monferrand_adj_tuareg               ;        ;Hisn-al Akradan;;
c_monferrand_adj_zanata               ;        ;Hisn-al Akradan;;
c_monreal_adj_andalusian_arabic       ;Shoubak ;Shobakian;;
c_monreal_adj_bedouin_arabic          ;Shoubak ;Shobakian;;
c_monreal_adj_egyptian_arabic         ;Shoubak ;Shobakian;;
c_monreal_adj_levantine_arabic        ;Shoubak ;Shobakian;;
c_monreal_adj_maghreb_arabic          ;Shoubak ;Shobakian;;
c_monreal_adj_masmuda                 ;Shoubak ;Shobakian;;
c_monreal_adj_sanhaja                 ;Shoubak ;Shobakian;;
c_monreal_adj_sicilian_arabic         ;Shoubak ;Shobakian;;
c_monreal_adj_tagelmust               ;Shoubak ;Shobakian;;
c_monreal_adj_tuareg                  ;Shoubak ;Shobakian;;
c_monreal_adj_zanata                  ;Shoubak ;Shobakian;;
c_montbeliard_adj                     ;Montbéliard;Montbéliard;;Montbeliardian
c_montefeltro_adj                     ;        ;Montefeltro;;
c_montfort_adj                        ;        ;Montfort;;
c_mora_adj                            ;        ;Mora;;
c_moray_adj                           ;Moray   ;Moireibheach;;Morayer
c_mordva_adj                          ;Mokshan ;Mokshan;;Mordvian
c_mordva_adj_avar                     ;        ;Mäqshän;;
c_mordva_adj_bashkir                  ;        ;Muqshian;;
c_mordva_adj_bolghar                  ;        ;Mäqshän;;
c_mordva_adj_cuman                    ;        ;Muqshian;;
c_mordva_adj_finnish                  ;        ;Jovian;;
c_mordva_adj_karelian                 ;        ;Jovian;;
c_mordva_adj_karluk                   ;        ;Muqshian;;
c_mordva_adj_khanty                   ;        ;Jovian;;
c_mordva_adj_khazar                   ;        ;Mäqshän;;
c_mordva_adj_khitan                   ;        ;Muqshian;;
c_mordva_adj_kirghiz                  ;        ;Muqshian;;
c_mordva_adj_komi                     ;        ;Jovian;;
c_mordva_adj_lappish                  ;        ;Jovian;;
c_mordva_adj_livonian                 ;        ;Jovian;;
c_mordva_adj_mari                     ;        ;Jovian;;
c_mordva_adj_mongol                   ;        ;Muqshian;;
c_mordva_adj_mordvin                  ;        ;Jovian;;
c_mordva_adj_oghuz                    ;        ;Mukshian;;
c_mordva_adj_pecheneg                 ;        ;Mukshian;;
c_mordva_adj_russian                  ;        ;Moksha;;
c_mordva_adj_samoyed                  ;        ;Jovian;;
c_mordva_adj_turkish                  ;        ;Mukshian;;
c_mordva_adj_turkmen                  ;        ;Mukshian;;
c_mordva_adj_ugricbaltic              ;        ;Jovian;;
c_mordva_adj_uyghur                   ;        ;Muqshian;;
c_mordva_adj_vepsian                  ;        ;Jovian;;
c_more_adj                            ;Möre    ;Mörer;;Mörian
c_mortain_adj                         ;        ;Mortain;;
c_moskva_adj                          ;Muscovite;Moskva;;Muscovite
c_mosul_adj_assyrian                  ;        ;Ninwan;;
c_mosul_adj_greek                     ;        ;Mepsilan;;
c_mosynopolis_adj                     ;Mosynopolis;Mosynopolitan;;
c_mosynopolis_adj_bulgarian           ;Komotini;Gyumyurdzinan;;
c_mosynopolis_adj_oghuz               ;Komotini;Gümülcinan;;
c_mosynopolis_adj_turkish             ;Komotini;Gümülcinan;;
c_mosynopolis_adj_turkmen             ;Komotini;Gümülcinan;;
c_mountain_cheremisa_adj              ;Alatyr  ;Alatyr'an;;Cheremisan
c_mountain_cheremisa_adj_avar         ;        ;Ulatäran;;
c_mountain_cheremisa_adj_bolghar      ;        ;Ulatäran;;
c_mountain_cheremisa_adj_finnish      ;        ;Ratorian;;
c_mountain_cheremisa_adj_karelian     ;        ;Ratorian;;
c_mountain_cheremisa_adj_khanty       ;        ;Ratorian;;
c_mountain_cheremisa_adj_khazar       ;        ;Ulatäran;;
c_mountain_cheremisa_adj_komi         ;        ;Ratorian;;
c_mountain_cheremisa_adj_lappish      ;        ;Ratorian;;
c_mountain_cheremisa_adj_lettigallish ;        ;Alatyrisian;;
c_mountain_cheremisa_adj_lithuanian   ;        ;Alatyrisian;;
c_mountain_cheremisa_adj_livonian     ;        ;Ratorian;;
c_mountain_cheremisa_adj_mari         ;        ;Ratorian;;
c_mountain_cheremisa_adj_mordvin      ;        ;Ratorian;;
c_mountain_cheremisa_adj_prussian     ;        ;Alatyrisian;;
c_mountain_cheremisa_adj_samoyed      ;        ;Ratorian;;
c_mountain_cheremisa_adj_ugricbaltic  ;        ;Ratorian;;
c_mountain_cheremisa_adj_vepsian      ;        ;Ratorian;;
c_moylurg_adj                         ;        ;Moylurgan;;
c_moylurg_adj_breton                  ;        ;Magh Luirgan;;
c_moylurg_adj_cornish                 ;        ;Magh Luirgan;;
c_moylurg_adj_cumbric                 ;        ;Magh Luirgan;;
c_moylurg_adj_irish                   ;        ;Magh Luirgan;;
c_moylurg_adj_norsegaelic             ;        ;Magh Luirgan;;
c_moylurg_adj_scottish                ;        ;Magh Luirgan;;
c_moylurg_adj_welsh                   ;        ;Magh Luirgan;;
c_mozhaysk_adj                        ;Mozhaysk;Mozhaysk;;Mozhayskian
c_mstislavl_adj                       ;Mstislavl;Mstislavl;;Mstislavlian
c_muile_adj                           ;        ;Muileach;;
c_munio_adj                           ;Munio   ;Munii;;Munian
c_munster_adj                         ;Münster ;Münster;;Munsterian
c_murom_adj                           ;Muromian;Murom;;Muromian
c_mylasa_adj                          ;        ;Mylasan;;
c_mylasa_adj_oghuz                    ;Mentese ;Mentešian;;
c_mylasa_adj_turkish                  ;Mentese ;Mentešian;;
c_mylasa_adj_turkmen                  ;Mentese ;Mentešian;;
c_mzab_adj                            ;Mozabite;Mzábí;;Ghardaian
c_nadruvia_adj                        ;Nadruvian;Nadruvian;;
c_nafusa_adj                          ;Nafusa  ;Nafúsí;;Nafusan
c_nafusa_adj_greek                    ;        ;Thentean;;
c_nafusa_adj_roman                    ;        ;Thentean;;
c_nafzawa_adj                         ;Nefzaoua;Nafzáwí;;
c_nafzawa_adj_greek                   ;        ;Neptian;;
c_nafzawa_adj_roman                   ;        ;Neptian;;
c_naissus_adj                         ;Niš     ;Nišan;;Naissosian
c_naissus_adj_alan                    ;        ;Nysosan;;
c_naissus_adj_arberian                ;        ;Nishian;;
c_naissus_adj_armenian                ;        ;Nysosan;;
c_naissus_adj_georgian                ;        ;Nysosan;;
c_naissus_adj_german                  ;        ;Nischian;;
c_naissus_adj_greek                   ;        ;Nysosan;;
c_nakur_adj                           ;        ;Nakúrí;;
c_nalshia_adj                         ;        ;Nalsian;;
c_namur_adj                           ;        ;Namur;;
c_napoli_adj                          ;Acerra  ;Napoli;;Napolitanian
c_napuballan_adj                      ;        ;Na Puballaneach;;
c_nassau_adj                          ;Nassau  ;Nassau;;Fritzlarer
c_naumadal_adj                        ;Namdalen;Naumdœlir;;Naumadalian
c_naxos_adj                           ;Cycladean;Kykladian;;Naxosian
c_naxos_adj_central_italian           ;        ;Nassian;;
c_naxos_adj_corsican                  ;        ;Nassian;;
c_naxos_adj_dalmatian                 ;        ;Nassian;;
c_naxos_adj_italian                   ;        ;Nassian;;
c_naxos_adj_ligurian                  ;        ;Nassian;;
c_naxos_adj_neapolitan                ;        ;Nassian;;
c_naxos_adj_oghuz                     ;        ;Kikladian;;
c_naxos_adj_sardinian                 ;        ;Nassian;;
c_naxos_adj_sicilian                  ;        ;Nassian;;
c_naxos_adj_southern_italian          ;        ;Nassian;;
c_naxos_adj_turkish                   ;        ;Kikladian;;
c_naxos_adj_turkmen                   ;        ;Kikladian;;
c_naxos_adj_tuscan                    ;        ;Nassian;;
c_naxos_adj_venetian                  ;        ;Nassian;;
c_nellenburg_adj                      ;        ;Nellenburg;;
c_neokaisareia_adj                    ;        ;Neokaisareian;;
c_neokaisareia_adj_armenian           ;        ;Nikisarian;;
c_neokaisareia_adj_frankish           ;Neocaesarian;Néocésaréan;;
c_neokaisareia_adj_norman             ;Neocaesarian;Néocésaréan;;
c_neokaisareia_adj_oghuz              ;        ;Niksarian;;
c_neokaisareia_adj_turkish            ;        ;Niksarian;;
c_neokaisareia_adj_turkmen            ;        ;Niksarian;;
c_neopatras_adj                       ;Neopatrian;Neopatrian;;
c_neopatras_adj_catalan               ;        ;Neopatrian;;
c_neopatras_adj_central_italian       ;        ;Neopatrian;;
c_neopatras_adj_corsican              ;        ;Neopatrian;;
c_neopatras_adj_dalmatian             ;        ;Neopatrian;;
c_neopatras_adj_frankish              ;        ;Neopatrian;;
c_neopatras_adj_italian               ;        ;Neopatrian;;
c_neopatras_adj_ligurian              ;        ;Neopatrian;;
c_neopatras_adj_neapolitan            ;        ;Neopatrian;;
c_neopatras_adj_norman                ;        ;Neopatrian;;
c_neopatras_adj_oghuz                 ;        ;Patracikian;;
c_neopatras_adj_sardinian             ;        ;Neopatrian;;
c_neopatras_adj_sicilian              ;        ;Neopatrian;;
c_neopatras_adj_southern_italian      ;        ;Neopatrian;;
c_neopatras_adj_turkish               ;        ;Patracikian;;
c_neopatras_adj_turkmen               ;        ;Patracikian;;
c_neopatras_adj_tuscan                ;        ;Neopatrian;;
c_neopatras_adj_venetian              ;        ;Neopatrian;;
c_neuchatel_adj                       ;Neuchâtel;Neuchâtel;;Neuchatelian
c_neumark_adj                         ;Neumark ;Neumark;;Neumarkian
c_neumark_adj_bohemian                ;Cedynia ;Cedyne;;
c_neumark_adj_bosnian                 ;Cedynia ;Cedynia;;
c_neumark_adj_bulgarian               ;Cedynia ;Cedynia;;
c_neumark_adj_carantanian             ;Cedynia ;Cedynia;;
c_neumark_adj_croatian                ;Cedynia ;Cedynia;;
c_neumark_adj_slovieni                ;Cedynia ;Cedyne;;
c_neumark_adj_polish                  ;Cedynia ;Cedynia;;
c_neumark_adj_pommeranian             ;Cedynia ;Cediniô;;
c_neumark_adj_russian                 ;Cedynia ;Cedynye;;
c_neumark_adj_serbian                 ;Cedynia ;Cedynia;;
c_nicosia_adj                         ;Nicosian;Nikosian;;
c_nicosia_adj_armenian                ;        ;Nigosian;;
c_nicosia_adj_central_italian         ;        ;Nicosian;;
c_nicosia_adj_corsican                ;        ;Nicosian;;
c_nicosia_adj_dalmatian               ;        ;Nicosian;;
c_nicosia_adj_frankish                ;        ;Nicosian;;
c_nicosia_adj_italian                 ;        ;Nicosian;;
c_nicosia_adj_ligurian                ;        ;Nicosian;;
c_nicosia_adj_neapolitan              ;        ;Nicosian;;
c_nicosia_adj_norman                  ;        ;Nicosian;;
c_nicosia_adj_oghuz                   ;        ;Lefkosan;;
c_nicosia_adj_sardinian               ;        ;Nicosian;;
c_nicosia_adj_sicilian                ;        ;Nicosian;;
c_nicosia_adj_southern_italian        ;        ;Nicosian;;
c_nicosia_adj_turkish                 ;        ;Lefkosan;;
c_nicosia_adj_turkmen                 ;        ;Lefkosan;;
c_nicosia_adj_tuscan                  ;        ;Nicosian;;
c_nicosia_adj_venetian                ;        ;Nicosian;;
c_niederbayern_adj                    ;Bogen   ;Bogen;;Chamer
c_niederlausitz_adj                   ;Lower Lusatian;Niederlausitz;;
c_nikaea_adj_andalusian_arabic        ;        ;Níqíyan;;
c_nikaea_adj_bedouin_arabic           ;        ;Níqíyan;;
c_nikaea_adj_central_italian          ;        ;Nicean;;
c_nikaea_adj_corsican                 ;        ;Nicean;;
c_nikaea_adj_dalmatian                ;        ;Nicean;;
c_nikaea_adj_egyptian_arabic          ;        ;Níqíyan;;
c_nikaea_adj_frankish                 ;        ;Nicéan;;
c_nikaea_adj_italian                  ;        ;Nicean;;
