#ID     ;SED     ;VANILLA;CULTURE;CHARACTERS
#00_dynasties.txt;;;;
100839  ;        ;Mahmoudid;maghreb_arabic;224018|482040
100840  ;        ;Nadeerid;maghreb_arabic;
100841  ;        ;Nadvid;maghreb_arabic;224019|482050
100842  ;        ;Najidid;maghreb_arabic;
100843  ;        ;Naqvid;maghreb_arabic;482000
100844  ;        ;Namjoid;maghreb_arabic;
100845  ;        ;Anwarid;maghreb_arabic;
100846  ;        ;Fawzid;maghreb_arabic;
100847  ;        ;Nawfalid;maghreb_arabic;
100848  ;        ;Tikanariyen;maghreb_arabic;20842|166425|166426|166427|166428|166429|166430|166431|166432|73655|73656|73657|73658|73659|73660|73661|73662|73663|73664|220842|420842|166423|166424
220061  ;        ;de Fézensaguet;frankish;
101004  ;        ;Abesání;persian;20688
101005  ;        ;Khurásání;persian;
101006  ;        ;Mázindarání;persian;
101007  ;        ;Tihrání;persian;
101008  ;        ;Isfahání;persian;20705
101009  ;        ;Shírází;persian;
101010  ;        ;Ahvazí;persian;
101011  ;        ;Razaví;persian;
101012  ;        ;Máshadí;persian;
101013  ;        ;Kermahadí;persian;
101014  ;        ;Abbadid;maghreb_arabic;20781
101015  ;        ;Abbasid;maghreb_arabic;20780|20746
101016  ;        ;Abdelid;levantine_arabic;93326|93327
101017  ;        ;Abdulid;levantine_arabic;20779
101018  ;        ;Abdullid;bedouin_arabic;20729|20778|20870
101019  ;        ;Abolhassan;andalusian_arabic;20728|93391|93392|93393|93394|93395|93396|93397
101020  ;        ;Ahmedid;bedouin_arabic;20776
101021  ;        ;Alivid;levantine_arabic;20775|20702
101022  ;        ;Jabirid;maghreb_arabic;20774|20700
101023  ;        ;Nasserid;bedouin_arabic;20856|34485|34486|34487|34488|34489|34490|34491|34492|34493|34494|20701
101024  ;        ;Qasimid;levantine_arabic;
101025  ;        ;Rahmanid;egyptian_arabic;20727|20773
101026  ;        ;Aminid;andalusian_arabic;
101027  ;        ;Armanjani;bedouin_arabic;20849|20690
101028  ;        ;Awadid;egyptian_arabic;20772
101029  ;        ;Bari;maghreb_arabic;
101030  ;        ;Habibid;andalusian_arabic;20840|20790
101031  ;        ;Hadadid;bedouin_arabic;20838|20793|20764
101032  ;        ;Hamidid;egyptian_arabic;20837|20763
101033  ;        ;Hananid;maghreb_arabic;20761|20794|20836|93359|93360|93361|93362|93363|93364|93365|93384|93385|93386|93387|93388|93389|93390|20678
101034  ;        ;Hasanid;bedouin_arabic;20795|34570|34544|34546|34547|34548|34549|34550|34551|34552|34553|34554|20677
101035  ;        ;Hussainid;bedouin_arabic;20676
101036  ;        ;Ibrahimid;egyptian_arabic;20762|20796|20675|93373|93374|93375|93377|93378|93379|93380|93381|93382|93383
101037  ;        ;Isavid;maghreb_arabic;
101038  ;        ;Ismailid;andalusian_arabic;20674|93345|93346|93347|93348|93349|93350|93351
101039  ;        ;Khaleelid;bedouin_arabic;20799|20766|20711
101040  ;        ;Khouryid;egyptian_arabic;20673|20712
101041  ;        ;Mahmoodid;maghreb_arabic;20823
101042  ;        ;Malikid;bedouin_arabic;20822|20672|93338|93339|93340|93341|93342|93343|93344
101043  ;        ;Mansoorid;bedouin_arabic;20821
101044  ;        ;Mazin;egyptian_arabic;20819
101045  ;        ;Mousavid;maghreb_arabic;20739|20782
101046  ;        ;Muratid;andalusian_arabic;20816
101047  ;        ;Mustafadid;maghreb_arabic;20815|20783
101048  ;        ;Najeebid;egyptian_arabic;20740|20814
101049  ;        ;Najjarid;maghreb_arabic;20784|20811|20710
101050  ;        ;Omarid;andalusian_arabic;20898|20785|93352|93353|93354|93355|93356|93357|93358
101051  ;        ;Qasimid;bedouin_arabic;20786|93366|93367|93368|93369|93370|93371|93372
101052  ;        ;Salavid;egyptian_arabic;20896|20788|20807|20697
101053  ;        ;Salimid;maghreb_arabic;20895|20787|20806|20698
101054  ;        ;Salmanid;andalusian_arabic;20894|20731
101055  ;        ;Shaheen;bedouin_arabic;20890|20718|20804
101056  ;        ;Sharifid;egyptian_arabic;20889|20803|20732
101057  ;        ;Sulaymanid;bedouin_arabic;20888|20802|20719
101058  ;        ;Yaseenid;andalusian_arabic;20671|93331|93332|93333|93334|93335|93336|93337
101059  ;        ;Yousifid;bedouin_arabic;20768
101060  ;        ;Abouresid;egyptian_arabic;
101061  ;        ;Adrianos;greek;
101062  ;        ;Agallon;greek;
101063  ;        ;Akropolites;greek;465211|465213|465808|34452|34453
101064  ;        ;Angelous;italian;
101065  ;        ;Aoinos;greek;
101066  ;        ;Apokaukos;greek;
101067  ;        ;Aprenos;greek;
101068  ;        ;Arbantenos;greek;
101069  ;        ;Argyros;greek;
101070  ;        ;Arianites;greek;1232169|1232289|1232290
101071  ;        ;Asanes;bulgarian;232525
101072  ;        ;Atrapes;greek;
101073  ;        ;Balsamon;greek;1232260
101074  ;        ;Batatzes;greek;125739|125740|125741|125742|125743|125744|125745|125752|125753|20505|215000|215001|70425|70426|70427|70428|70436|34612|34613|1232243|1232265|1232296|1232297|1232348|1232398|1232399|1232400
101075  ;        ;Botaneiates;greek;
101076  ;        ;Boumbalis;greek;
101077  ;        ;Bourtzes;greek;1232207|1232208|1232209|1232210|1232211|1232212|1232213|1232226
101078  ;        ;Branas;greek;215060|215061|231068|34579|34580|34581|34583|1232241
101079  ;        ;Bryennios;greek;20502|215005|232531|232532|232533|90089|90090|34382|34383|34384|34385|34386|34387|34388|34389|34390|34391|34392|1232106|1232376|1232377|1232378|1232379
101080  ;        ;Chandrenos;greek;
101081  ;        ;Choniates;greek;215003|215013|232501|232519
101082  ;        ;Choumnos;greek;215029
101083  ;        ;Chrysaphes;greek;20551
101084  ;        ;Chrysoloras;greek;
101085  ;        ;Dalassenos;greek;20463|219521|219522|4511|70415|70416|70417|70418|1232268|1232269|1232270|1232271|1232272|1232273|1232317
101086  ;        ;Dermokaïtes;greek;159276|159277|159279|159281
101087  ;        ;Diasorenos;greek;20548
101088  ;        ;Dokeianos;greek;20504|20517|34571|34572|34574|34575
101089  ;        ;Eirenikos;greek;20546|145019
101090  ;        ;Exazenos;greek;
101091  ;        ;Gavras;greek;144076|20544|215039|232544|41322|145027|34402|34403|1232253
101092  ;        ;Glabas;greek;1232284|1232325|1232326|1232327|1232328|1232329|1232330
101093  ;        ;Iagaris;greek;20543
101094  ;        ;Kabakes;greek;20476
101095  ;        ;Kabasilas;greek;465215|1232197
101096  ;        ;Kalamanos;greek;215026|232555
101097  ;        ;Kaloethes;greek;
101098  ;        ;Kalothetos;greek;
101099  ;        ;Kamateros;greek;215006|145932|145933|145957
101100  ;        ;Kantakouzenos;greek;
101101  ;        ;Katrares;greek;
101102  ;        ;Kaukadenos;greek;20527
101103  ;        ;Kontostephanos;greek;215035|232512|232514|232515|232516|90091|90092|90093|1232237|1232238|1232239
101104  ;        ;Koresses;greek;
101105  ;        ;Kourkouas;greek;
101106  ;        ;Kourtikes;greek;
101107  ;        ;Laskaris;greek;125716|125737|125738|215670|215672|215673|215674|215675|98033
101108  ;        ;Limpidares;greek;
101109  ;        ;Machoneos;greek;
101110  ;        ;Makrembolites;greek;
101111  ;        ;Malakes;greek;
101112  ;        ;Maliasenos;greek;1232277|1232279|1232281
101113  ;        ;Mamalis;greek;
101114  ;        ;Mandromenos;greek;
101115  ;        ;Manouelites;greek;
101116  ;        ;Melachroinos;greek;
101117  ;        ;Mourtzouphlos;greek;
101118  ;        ;Mouzakios;greek;
101119  ;        ;Mouzalon;greek;145004|1232199|1232200|1232201|1232202|1232203|1232204|1232205|1232206|1232411|1232412
101120  ;        ;Neokaisareites;greek;
101121  ;        ;Nestongos;greek;
101122  ;        ;Pantechnes;greek;
101123  ;        ;Paraspondylos;greek;
101124  ;        ;Petraliphas;greek;215014|232527|232528|232530|1232256|1232257|1232258|1232259
101125  ;        ;Petzikopoulos;greek;
101126  ;        ;Philanthropenos;greek;465210|465212|465214
101127  ;        ;Phokas;greek;
101128  ;        ;Pleustes;greek;20512
101129  ;        ;Prasomales;greek;
101130  ;        ;Prinkips;greek;
101131  ;        ;Psellos;greek;41305
101132  ;        ;Radenos;greek;145120
101133  ;        ;Rossatas;greek;
101134  ;        ;Sarantapechos;greek;70498|145802|145803|145804|145805|145843
101135  ;        ;Sebastopoulos;greek;
101136  ;        ;Segouropoulos;greek;
101137  ;        ;Sgouros;greek;215012|232502
101138  ;        ;Spartenos;greek;1167300|1167301|1167302|1167303|1167304|1167305|1167306|20498|20531|30820|30821|30822|30824|30825|163080|163081|163082|163083|163084|163085|163086|163087|163088|163089|163090|145201|145202|145203|145204|145205
101139  ;        ;Sphrantzes;greek;
101140  ;        ;Strabomytes;greek;
101141  ;        ;Synadenos;greek;20480|20481|20482|20484|20487|20488|215020|481|90035|34275|1232384|1232385|1232386|1232387|1232389|1232390|1232414|1232415
101142  ;        ;Syraneres;greek;
101143  ;        ;Syropoulos;greek;
101144  ;        ;Tagares;greek;
101145  ;        ;Tarchaneiotes;greek;20559|215027|90040|1232164|1232166|1232167|1232232|1232233|1232234|1232235|1232236|1232255|1232283|1232365|1232366|1232367|1232368|1232369|1232370|1232371|1232372|1232380
101146  ;        ;Tornikes;greek;20561|215028|232548|232549|232550|70435|93452|93453|93454|1232353|1232354|1232355|1232356|1232357|1232358|1232359
101147  ;        ;Trichas;greek;
101148  ;        ;Tsaphas;greek;
101149  ;        ;Tzamplakon;greek;20477
101150  ;        ;Tzykandeles;greek;
101151  ;        ;Zaridas;greek;
101152  ;        ;Abuladze;georgian;
101153  ;        ;Akunin;greek;
101154  ;        ;Chkhetidze;georgian;
101155  ;        ;Gelovani;georgian;1234303
101156  ;        ;Panaskerteli;georgian;
101157  ;        ;Agiashvili;georgian;
101158  ;        ;Kazanjian;turkish;
101159  ;        ;Keshishian;armenian;
101160  ;        ;Baljian;armenian;
101161  ;        ;Petrosian;armenian;
101162  ;        ;Ghougasian;armenian;
101163  ;        ;Mickaelian;armenian;
101164  ;        ;Maoukian;armenian;
101165  ;        ;Zohrabian;armenian;
101166  ;        ;Altoonian;armenian;
101167  ;        ;Fatamid;maghreb_arabic;
101168  ;        ;Ayyubid;maghreb_arabic;20789|20820
101169  ;        ;Abalantes;greek;
101170  ;        ;Aboudimos;greek;
101171  ;        ;Adralestos;greek;
101172  ;        ;Agallianos;greek;
101173  ;        ;Agrites;greek;145883
101174  ;        ;Akapnes;greek;1232174
101175  ;        ;Alopos;greek;
101176  ;        ;Alousianos;greek;
101177  ;        ;Alyattes;greek;145119
101178  ;        ;Amaseianos;greek;70549
101179  ;        ;Amiropoulos;greek;
101180  ;        ;Anatolikos;greek;
101181  ;        ;Andreiomenos;greek;
101182  ;        ;Androsalites;greek;
101183  ;        ;Anemas;greek;215019|232542|159535|159536|159537|159538|159539|159540|1232416|1232417|1232418
101184  ;        ;Angoures;greek;
101185  ;        ;Anthemiotes;greek;145881
101186  ;        ;Antiochites;greek;
101187  ;        ;Antiochos;greek;1232215
101188  ;        ;Antipapas;greek;
101189  ;        ;Kachibadze;georgian;
101190  ;        ;Chavchavadze;georgian;
101191  ;        ;Cholokashvili;georgian;
101192  ;        ;Diasamidze;georgian;
101193  ;        ;Arbintenos;greek;
101194  ;        ;Areobindenos;greek;
101195  ;        ;Areobindos;greek;
101196  ;        ;Argyropoulos;greek;215023
101197  ;        ;Aristenos;greek;
101198  ;        ;Khursidze;georgian;
101199  ;        ;Artavazd;armenian;145225
101200  ;        ;Artoukomites;greek;
101201  ;        ;Arvantenos;greek;
101202  ;        ;Shildisani;georgian;
101203  ;        ;Attaleiates;greek;42016
101204  ;        ;Aulenos;greek;
101205  ;        ;Aulepates;greek;
101206  ;        ;Axinites;greek;
101207  ;        ;Axiomatikos;greek;
101208  ;        ;Balantes;greek;
101209  ;        ;Barbaros;greek;
101210  ;        ;Bardales;greek;
101211  ;        ;Barenos;greek;1232324
101212  ;        ;Barsakes;greek;70600
101213  ;        ;Barys;greek;
101214  ;        ;Belissariotes;greek;
101215  ;        ;Bempetziotes;greek;
101216  ;        ;Beriboes;greek;1232914
101217  ;        ;Beriotes;greek;
101218  ;        ;Blachernites;greek;
101219  ;        ;Blangas;greek;1232318|1232319
101220  ;        ;Boïlas;greek;
101221  ;        ;Bouches;greek;
101222  ;        ;Boutzares;greek;
101223  ;        ;Bouzenos;greek;
101224  ;        ;Brachamios;greek;1232510|1232511|1234554|1234555
101225  ;        ;Bringas;greek;70432
101226  ;        ;Chaldos;greek;1232135
101227  ;        ;Chalkites;greek;
101228  ;        ;Chalkoutzes;greek;
101229  ;        ;Chamaretos;greek;215011
101230  ;        ;Charsianites;greek;
101231  ;        ;Chasanes;greek;
101232  ;        ;Chazanes;greek;
101233  ;        ;Choinides;greek;
101234  ;        ;Choirosphaktes;greek;145198|1232170
101235  ;        ;Chomatenos;greek;
101236  ;        ;Chordolibas;greek;
101237  ;        ;Choriates;greek;
101238  ;        ;Chrouselios;greek;
101239  ;        ;Chrousos;greek;
101240  ;        ;Chrysanthos;greek;
101241  ;        ;Chryselios;greek;
101242  ;        ;Chrysobalantites;greek;
101243  ;        ;Chrysoberges;greek;70545
101244  ;        ;Chytes;greek;
101245  ;        ;Daimones;greek;
101246  ;        ;Dalessenos;greek;
101247  ;        ;Dalassenos Doukas;greek;
101248  ;        ;Dekanos;greek;
101249  ;        ;Diabatenos;greek;1232150|1232214
101250  ;        ;Dikaios;greek;
101251  ;        ;Diogenes;greek;
101252  ;        ;Domestikopouolos;greek;
101253  ;        ;Doukas Laskaris;greek;
101254  ;        ;Doukas Palaiologos;greek;215030
101255  ;        ;Doxapatres;greek;
101256  ;        ;Drakontopoulos;greek;
101257  ;        ;Drosinos;greek;
101258  ;        ;Drosos;greek;
101259  ;        ;Droulenos;greek;
101260  ;        ;Elegmites;greek;
101261  ;        ;Elesbaam;egyptian_arabic;
101262  ;        ;Enochos;greek;
101263  ;        ;Epanokomites;greek;
101264  ;        ;Ergodotes;greek;
101265  ;        ;Erotikos;greek;1232433|1232434|1232435|1232436|1232437|1232438|1232439|1232440
101266  ;        ;Eugenianos;greek;
101267  ;        ;Eugenios;greek;
101268  ;        ;Eulogios;greek;
101269  ;        ;Exotrochos;greek;
101270  ;        ;Gabalas;greek;
101271  ;        ;Galaton;greek;
101272  ;        ;Gelotes;greek;
101273  ;        ;Gerardos;italian;
101274  ;        ;Gidos;greek;125719|215034
101275  ;        ;Glykys;greek;145034
101276  ;        ;Goudeles;greek;
101277  ;        ;Gourzoubathenos;greek;
101278  ;        ;Granatos;greek;
101279  ;        ;Gribas;greek;
101280  ;        ;Grispos;greek;
101281  ;        ;Gymnos;greek;1232176
101282  ;        ;Hagiochrisophorites;greek;
101283  ;        ;Hagioprokopites;greek;
101284  ;        ;Hagiotheodorites;greek;
101285  ;        ;Hagiozacharites;greek;1232309
101286  ;        ;Hamartolos;greek;
101287  ;        ;Haplorabdes;greek;
101288  ;        ;Haploucheir;greek;
101289  ;        ;Hexakionites;greek;
101290  ;        ;Hexaklinites;greek;
101291  ;        ;Hexamilites;greek;
101292  ;        ;Hierakes;greek;
101293  ;        ;Hikanatos;greek;
101294  ;        ;Iasites;greek;1232158|1232159|1232160|1232240
101295  ;        ;Iberopoulos;greek;
101296  ;        ;Isakiotes;greek;
101297  ;        ;Italikos;greek;
101298  ;        ;Kaballarios;greek;
101299  ;        ;Kabasilas;greek;
101300  ;        ;Kaisar;greek;
101301  ;        ;Kalameteros;greek;
101302  ;        ;Kalamaras;greek;
101303  ;        ;Kalampakes;greek;
101304  ;        ;Kalognomos;greek;
101305  ;        ;Kamytzes Komnenodoukas;greek;
101306  ;        ;Kappadokes;greek;70582
101307  ;        ;Kappadox Kalampakes;greek;
101308  ;        ;Karabitenos;greek;
101309  ;        ;Karabitziotes;greek;
101310  ;        ;Karaïonatan;greek;
101311  ;        ;Karamallos;greek;
101312  ;        ;Karandenos;greek;34464
101313  ;        ;Karantes;greek;
101314  ;        ;Kardamopoulos;greek;
101315  ;        ;Karenos;greek;
101316  ;        ;Karianites;greek;
101317  ;        ;Karkaronymos;greek;
101318  ;        ;Karmalikes;greek;
101319  ;        ;Karouzeiates;greek;
101320  ;        ;Kaspax;greek;1232216
101321  ;        ;Kastamonites;greek;215036|215525|1232185|1232186|1232187|1232188
101322  ;        ;Katakalon;greek;1232107|1232286|1232287|1232288
101323  ;        ;Katakalos;greek;
101324  ;        ;Kataphloros;greek;1232163
101325  ;        ;Katas;greek;
101326  ;        ;Katharos;greek;
101327  ;        ;Katotikos;greek;
101328  ;        ;Katzamoundes;greek;
101329  ;        ;Kegenes;greek;
101330  ;        ;Kekaleimenos;greek;
